ENSGACT00000021442.1	selenot2
ENSGACT00000005195.1	dnajb6b
ENSGACT00000028077.1	MIR153-2
ENSGACT00000005211.1	ncapg2
ENSGACT00000005226.1	esyt2b
ENSGACT00000005244.2	wdr60
ENSGACT00000005250.1	si:ch73-174h16.4
ENSGACT00000005260.1	malrd1
ENSGACT00000005276.1	PLXDC2
ENSGACT00000005282.1	PLXDC2
ENSGACT00000005299.1	chmp4c
ENSGACT00000005301.1	zfand1
ENSGACT00000005303.1	zfand1
ENSGACT00000005317.1	zgc:112356
ENSGACT00000005324.1	zgc:112356
ENSGACT00000005328.1	zgc:112356
ENSGACT00000005335.1	arl8
ENSGACT00000005345.1	nsun6
ENSGACT00000005350.1	nsun6
ENSGACT00000005359.1	cacnb2a
ENSGACT00000005364.1	SLC39A12
ENSGACT00000005379.1	mrc1a
ENSGACT00000005384.1	TMEM236
ENSGACT00000005390.1	hacd1
ENSGACT00000005396.1	hacd1
ENSGACT00000005402.1	COLEC12
ENSGACT00000005429.1	tyms
ENSGACT00000005473.1	enosf1
ENSGACT00000005482.1	YES1
ENSGACT00000005509.1	mettl4
ENSGACT00000005513.1	mettl4
ENSGACT00000005529.1	smchd1
ENSGACT00000005533.1	smchd1
ENSGACT00000005538.1	emilin2b
ENSGACT00000005549.1	LPIN2 (1 of many)
ENSGACT00000005594.1	myom1b
ENSGACT00000005603.1	myom1b
ENSGACT00000005621.1	MYL12B
ENSGACT00000005637.1	fastkd3
ENSGACT00000005652.1	chmp5b
ENSGACT00000005672.1	OPRK1 (1 of many)
ENSGACT00000005677.1	RGS20 (1 of many)
ENSGACT00000005683.1	RGS20 (1 of many)
ENSGACT00000005724.1	lypla1
ENSGACT00000005730.1	mrpl15
ENSGACT00000005736.1	mrpl15
ENSGACT00000005739.1	sox32
ENSGACT00000005749.1	sox17
ENSGACT00000005754.1	sox17
ENSGACT00000005838.1	vps41
ENSGACT00000005844.1	vps41
ENSGACT00000005858.1	pou6f2
ENSGACT00000005860.1	otulina
ENSGACT00000005885.1	ankha
ENSGACT00000005889.1	myca
ENSGACT00000005949.1	fam49bb
ENSGACT00000005988.1	si:dkey-37o8.1
ENSGACT00000005996.1	si:dkey-37o8.1
ENSGACT00000005998.1	si:dkey-37o8.1
ENSGACT00000006022.1	asap1b
ENSGACT00000006048.1	si:dkey-10f23.2
ENSGACT00000006059.1	si:dkey-10f23.2
ENSGACT00000006069.1	smarcd3b
ENSGACT00000006082.1	chpf2
ENSGACT00000006157.1	abcf2a
ENSGACT00000006188.1	slc4a2b
ENSGACT00000006195.1	slc4a2b
ENSGACT00000006199.1	si:ch1073-406l10.2
ENSGACT00000006223.1	nrbp2b
ENSGACT00000006228.1	nrbp2b
ENSGACT00000006241.1	puf60b
ENSGACT00000006267.1	scrib
ENSGACT00000006273.1	KIF9
ENSGACT00000006280.1	cdv3
ENSGACT00000006294.2	topbp1
ENSGACT00000006340.1	DNAJC13
ENSGACT00000006352.1	DNAJC13
ENSGACT00000006386.1	lztfl1
ENSGACT00000006389.1	ccr9b
ENSGACT00000006395.1	ccr9b
ENSGACT00000006408.2	gli3
ENSGACT00000006420.1	prpf4bb
ENSGACT00000006431.1	pxdc1b
ENSGACT00000006444.1	TMX3
ENSGACT00000006447.1	dsela
ENSGACT00000006458.1	cdh7b
ENSGACT00000006555.1	fbxl7
ENSGACT00000006564.1	zgc:111976
ENSGACT00000006569.1	zgc:111976
ENSGACT00000006594.2	ralaa
ENSGACT00000006604.1	cdk13
ENSGACT00000006612.1	si:ch211-282b22.1
ENSGACT00000006614.1	rad51b
ENSGACT00000006681.1	ca2
ENSGACT00000006690.1	rdh12l
ENSGACT00000006695.1	rdh12l
ENSGACT00000006705.1	rdh12l
ENSGACT00000006711.1	si:dkey-61p9.11
ENSGACT00000006735.1	mastl
ENSGACT00000006739.1	mastl
ENSGACT00000006751.1	acbd5a
ENSGACT00000006759.1	acbd5a
ENSGACT00000006769.1	abi1a
ENSGACT00000006790.1	pdss1
ENSGACT00000006820.1	gad2
ENSGACT00000006839.2	myo3a
ENSGACT00000006977.1	anxa13
ENSGACT00000006984.1	anxa13
ENSGACT00000006995.1	anxa13
ENSGACT00000007007.1	anxa13
ENSGACT00000007026.1	gpr158a
ENSGACT00000007033.1	gpr158a
ENSGACT00000007040.1	THNSL1
ENSGACT00000007053.1	enkur
ENSGACT00000007075.1	unm_sa821
ENSGACT00000007090.1	arhgap21a
ENSGACT00000007108.1	apodb
ENSGACT00000007111.1	otos
ENSGACT00000007116.1	cops9
ENSGACT00000007122.1	and1
ENSGACT00000007127.1	and1
ENSGACT00000007131.1	tmtopsb
ENSGACT00000007144.1	tnk2a
ENSGACT00000007168.1	tfr1b
ENSGACT00000007177.1	tfr1b
ENSGACT00000007191.1	sh3kbp1
ENSGACT00000007208.1	map3k15
ENSGACT00000007214.1	tlr22
ENSGACT00000007216.1	tlr22
ENSGACT00000007238.1	KLHL34
ENSGACT00000007242.1	smpx
ENSGACT00000007256.1	mbtps2
ENSGACT00000007274.1	phex
ENSGACT00000007282.1	ptchd1
ENSGACT00000007302.1	cul1b
ENSGACT00000007313.1	ezh2
ENSGACT00000007338.1	lsm5
ENSGACT00000007357.1	avl9
ENSGACT00000007365.1	kbtbd2
ENSGACT00000007373.1	CDH20
ENSGACT00000007378.1	mc4r
ENSGACT00000007431.1	galnt11
ENSGACT00000007427.2	galnt11
ENSGACT00000007446.1	galnt11
ENSGACT00000027717.1	mt-nd1
ENSGACT00000027721.1	mt-nd2
ENSGACT00000027727.1	mt-co1
ENSGACT00000027730.1	mt-co2
ENSGACT00000027733.1	mt-atp6
ENSGACT00000027734.1	mt-co3
ENSGACT00000027736.1	mt-nd3
ENSGACT00000027738.1	mt-nd4l
ENSGACT00000027739.1	mt-nd4
ENSGACT00000027743.1	mt-nd5
ENSGACT00000027744.1	mt-nd6
ENSGACT00000027746.1	mt-cyb
ENSGACT00000000388.1	adora1a
ENSGACT00000000393.1	gnl3
ENSGACT00000029618.1	RF01234
ENSGACT00000000395.1	glt8d1
ENSGACT00000000398.1	spcs1
ENSGACT00000000402.1	nek4
ENSGACT00000000403.1	nek4
ENSGACT00000000410.1	camk1b
ENSGACT00000000412.1	ccdc3b
ENSGACT00000000415.1	VAMP3
ENSGACT00000000416.1	VAMP3
ENSGACT00000000426.1	psma5
ENSGACT00000000438.1	mdm4
ENSGACT00000000440.1	mdm4
ENSGACT00000000443.1	myog
ENSGACT00000000448.1	myog
ENSGACT00000000455.1	ppfia4
ENSGACT00000000462.1	tmem183a
ENSGACT00000000465.1	tmem183a
ENSGACT00000000468.3	tfeb
ENSGACT00000000471.2	foxp4
ENSGACT00000000473.1	foxp4
ENSGACT00000000476.1	zgc:101564
ENSGACT00000000479.2	srgap2
ENSGACT00000000485.1	ikbke
ENSGACT00000000486.1	ikbke
ENSGACT00000000489.1	ikbke
ENSGACT00000000490.1	si:dkey-85p17.3
ENSGACT00000000491.1	si:dkey-85p17.3
ENSGACT00000000494.1	dyrk3
ENSGACT00000000505.1	mapkapk2a
ENSGACT00000000507.1	il19l
ENSGACT00000000509.1	il19l
ENSGACT00000000511.1	prelp
ENSGACT00000000517.1	fmoda
ENSGACT00000000521.1	slc6a14
ENSGACT00000000524.1	CHIA
ENSGACT00000000527.1	CHIA
ENSGACT00000000535.1	elmo2
ENSGACT00000000537.1	elmo2
ENSGACT00000000543.1	arfgap1
ENSGACT00000000560.1	sys1
ENSGACT00000000572.1	si:ch211-160o17.2
ENSGACT00000000576.1	nab2
ENSGACT00000000578.1	NR4A1
ENSGACT00000000585.1	dgkab
ENSGACT00000000590.1	stx16
ENSGACT00000000591.1	stx16
ENSGACT00000000594.1	EEF1AKMT3
ENSGACT00000000598.1	cnpy2
ENSGACT00000000634.1	npepl1
ENSGACT00000000636.1	npepl1
ENSGACT00000000641.1	ctsz
ENSGACT00000000648.1	nelfcd
ENSGACT00000000650.1	nelfcd
ENSGACT00000000654.1	kdm5ba
ENSGACT00000000658.1	rabif
ENSGACT00000000663.1	adipor1a
ENSGACT00000000664.1	inavab
ENSGACT00000000665.1	gpr25
ENSGACT00000000666.1	gpr25
ENSGACT00000000667.1	gpr25
ENSGACT00000000669.1	gdf11
ENSGACT00000000672.1	gdf11
ENSGACT00000000681.1	avil
ENSGACT00000000685.1	avil
ENSGACT00000000687.1	avil
ENSGACT00000000691.1	olfml3b
ENSGACT00000000696.1	cdk2
ENSGACT00000000697.1	cdk2
ENSGACT00000000699.1	cdk2
ENSGACT00000000700.1	pmela
ENSGACT00000000701.1	pmela
ENSGACT00000000702.1	pmela
ENSGACT00000000703.1	timeless
ENSGACT00000000706.1	timeless
ENSGACT00000000709.2	timeless
ENSGACT00000000713.1	mmp19
ENSGACT00000000714.1	mmp19
ENSGACT00000000715.1	suox
ENSGACT00000000717.1	suox
ENSGACT00000000730.1	mcrs1
ENSGACT00000000736.1	cyp27b1
ENSGACT00000000738.1	cyp27b1
ENSGACT00000000747.1	mettl1
ENSGACT00000000748.1	mettl1
ENSGACT00000000752.1	mettl1
ENSGACT00000000754.1	MARCH9 (1 of many)
ENSGACT00000000767.1	cdk4
ENSGACT00000000769.1	AGAP2 (1 of many)
ENSGACT00000000771.1	pip4k2cb
ENSGACT00000000772.1	igfbp6a
ENSGACT00000000774.1	spryd3
ENSGACT00000000784.1	smug1
ENSGACT00000000785.1	smug1
ENSGACT00000000789.1	rargb
ENSGACT00000000791.1	nr1d4b
ENSGACT00000000793.1	nr1d4b
ENSGACT00000000795.1	faim2b
ENSGACT00000000796.1	rbms2a
ENSGACT00000000797.1	rbms2a
ENSGACT00000000806.1	lrp1aa
ENSGACT00000000809.1	lrp1aa
ENSGACT00000000820.1	esyt1b
ENSGACT00000000821.1	esyt1b
ENSGACT00000000823.1	zc3h10
ENSGACT00000000825.1	zc3h10
ENSGACT00000000827.1	si:dkey-28n18.9
ENSGACT00000000833.1	sumf1
ENSGACT00000000835.1	sumf1
ENSGACT00000000838.1	sumf1
ENSGACT00000000845.1	itpr1a
ENSGACT00000000850.1	BHLHE40 (1 of many)
ENSGACT00000000851.1	BHLHE40 (1 of many)
ENSGACT00000000853.1	ttll3
ENSGACT00000000854.1	slc4a8
ENSGACT00000000856.1	scn8ab
ENSGACT00000000859.1	METTL7A
ENSGACT00000000861.1	atf1
ENSGACT00000000863.1	atf1
ENSGACT00000000873.1	dip2bb
ENSGACT00000000876.1	larp4ab
ENSGACT00000000878.1	larp4ab
ENSGACT00000000883.1	pfdn5
ENSGACT00000000885.1	pfdn5
ENSGACT00000000887.1	espl1
ENSGACT00000000892.1	pfkmb
ENSGACT00000000893.1	pfkmb
ENSGACT00000000895.1	c1ql4b
ENSGACT00000000897.3	smarcc2
ENSGACT00000000898.1	myl6
ENSGACT00000000901.1	tsfm
ENSGACT00000000904.1	tsfm
ENSGACT00000000906.1	endou
ENSGACT00000000910.1	ZNF385A
ENSGACT00000000912.1	gpr84
ENSGACT00000000913.1	stat2
ENSGACT00000000915.1	stat2
ENSGACT00000000920.1	os9
ENSGACT00000000922.1	b4galnt1b
ENSGACT00000000926.1	arhgef25b
ENSGACT00000000927.1	ankrd33ab
ENSGACT00000000932.1	acvr1bb
ENSGACT00000000939.1	prkag1
ENSGACT00000000953.1	rhebl1
ENSGACT00000000954.1	IKZF4
ENSGACT00000000955.1	rps26
ENSGACT00000000959.1	fkbp11
ENSGACT00000000960.1	fkbp11
ENSGACT00000000961.1	arf3b
ENSGACT00000000966.1	erbb3a
ENSGACT00000000970.1	crbn
ENSGACT00000000975.1	vhl
ENSGACT00000000979.1	vhl
ENSGACT00000000981.1	tatdn2
ENSGACT00000000982.1	tatdn2
ENSGACT00000000983.1	ghrl
ENSGACT00000000986.1	ccdc174
ENSGACT00000000990.1	fgd5b
ENSGACT00000000992.1	fgd5b
ENSGACT00000001008.1	prkcda
ENSGACT00000001010.1	rft1
ENSGACT00000001016.1	ruvbl1
ENSGACT00000001019.1	eefsec
ENSGACT00000001023.1	eefsec
ENSGACT00000001025.1	eefsec
ENSGACT00000001034.1	si:ch211-157b11.8
ENSGACT00000001058.1	pfkfb4b
ENSGACT00000001060.1	pfkfb4b
ENSGACT00000001063.1	pfkfb4b
ENSGACT00000001070.1	uroc1
ENSGACT00000001072.1	uroc1
ENSGACT00000001073.1	chchd4b
ENSGACT00000001075.1	sec61a1
ENSGACT00000001081.1	col7a1
ENSGACT00000001082.1	inka1a
ENSGACT00000001086.1	gnai2a
ENSGACT00000001089.1	gnai2a
ENSGACT00000001103.1	slc38a3a
ENSGACT00000001125.1	emc3
ENSGACT00000001127.1	emc3
ENSGACT00000001133.1	usp4
ENSGACT00000001136.1	usp4
ENSGACT00000001140.1	usp4
ENSGACT00000001142.1	gpx1b
ENSGACT00000001158.1	fancd2
ENSGACT00000001160.1	tex264a
ENSGACT00000001166.1	grm2a
ENSGACT00000001170.1	grm2a
ENSGACT00000001175.1	parp3
ENSGACT00000001177.1	gpr61l
ENSGACT00000001179.1	cav3
ENSGACT00000001185.1	oxtr
ENSGACT00000001193.1	rad18
ENSGACT00000001197.1	srgap3
ENSGACT00000001204.1	thumpd3
ENSGACT00000001207.1	thumpd3
ENSGACT00000001217.1	PTGIS
ENSGACT00000001262.1	cse1l
ENSGACT00000001265.1	cse1l
ENSGACT00000001273.1	pbrm1
ENSGACT00000001277.1	WDR77
ENSGACT00000001283.1	irf6
ENSGACT00000001290.1	irf6
ENSGACT00000001298.1	irf6
ENSGACT00000001304.1	eps8l3a
ENSGACT00000001309.1	ampd2a
ENSGACT00000001313.1	GPR61 (1 of many)
ENSGACT00000001331.1	SLC6A17
ENSGACT00000001339.1	strip1
ENSGACT00000001346.1	AHCYL1
ENSGACT00000001356.1	srsf3b
ENSGACT00000001359.1	cdkn1a
ENSGACT00000001363.1	tmcc2
ENSGACT00000001365.1	usp49
ENSGACT00000001367.1	usp49
ENSGACT00000001368.1	med20
ENSGACT00000001369.1	bysl
ENSGACT00000001370.1	ccnd3
ENSGACT00000001371.1	nuak2
ENSGACT00000001373.1	dstyk
ENSGACT00000001379.1	celsr2
ENSGACT00000001389.1	capzb
ENSGACT00000001392.1	capzb
ENSGACT00000001395.1	capzb
ENSGACT00000001396.1	MINOS1
ENSGACT00000001397.1	NBL1
ENSGACT00000001412.1	ssu72
ENSGACT00000001430.1	ATAD3A (1 of many)
ENSGACT00000001437.1	ATAD3A (1 of many)
ENSGACT00000001467.1	si:dkey-31b16.7
ENSGACT00000001471.1	si:dkey-31b16.7
ENSGACT00000001475.1	mrpl20
ENSGACT00000001479.1	MFAP2
ENSGACT00000001495.1	necap2
ENSGACT00000001505.1	fbxo42
ENSGACT00000001512.1	slc25a34
ENSGACT00000001516.1	slc25a34
ENSGACT00000001522.1	fblim1
ENSGACT00000001525.1	si:ch1073-335m2.2
ENSGACT00000001527.1	si:ch1073-335m2.2
ENSGACT00000001532.1	prkar2ab
ENSGACT00000001533.1	prkar2ab
ENSGACT00000001534.1	prkar2ab
ENSGACT00000001538.1	slc25a20
ENSGACT00000001541.1	nckipsd
ENSGACT00000001545.1	nckipsd
ENSGACT00000001548.1	nckipsd
ENSGACT00000001550.1	ndufaf3
ENSGACT00000001552.1	zgc:112334
ENSGACT00000001553.1	zgc:112334
ENSGACT00000001566.1	TMEM43
ENSGACT00000001574.1	prdm2b
ENSGACT00000001577.1	kaznb
ENSGACT00000001583.1	tmem51b
ENSGACT00000001584.1	skib
ENSGACT00000001607.1	si:dkey-183j2.10
ENSGACT00000001616.1	brpf3a
ENSGACT00000001618.1	mon1bb
ENSGACT00000001620.1	tcta
ENSGACT00000001629.1	glyctk
ENSGACT00000001636.1	wdr82
ENSGACT00000001655.1	wdr82
ENSGACT00000001661.1	wdr82
ENSGACT00000029056.1	MIRLET7G
ENSGACT00000001662.1	cish
ENSGACT00000001663.1	cish
ENSGACT00000001664.1	hemk1
ENSGACT00000001667.1	nprl2
ENSGACT00000001669.1	zmynd10
ENSGACT00000001681.1	tusc2a
ENSGACT00000001684.1	HYAL2 (1 of many)
ENSGACT00000001687.1	HYAL2 (1 of many)
ENSGACT00000001694.1	abhd14b
ENSGACT00000001704.1	mst1
ENSGACT00000001708.1	si:ch211-161c3.5
ENSGACT00000001711.1	si:ch211-161c3.5
ENSGACT00000001730.1	ptgis
ENSGACT00000001732.1	ptgis
ENSGACT00000001737.1	kcnb1
ENSGACT00000001744.1	kcnb1
ENSGACT00000001752.1	rdh20
ENSGACT00000001759.1	stau1
ENSGACT00000001762.1	stau1
ENSGACT00000001776.1	camk1a
ENSGACT00000001778.1	camk1a
ENSGACT00000001781.1	camk1a
ENSGACT00000001788.1	ca16b
ENSGACT00000001800.1	cadpsb
ENSGACT00000001801.1	cadpsb
ENSGACT00000001802.1	cadpsb
ENSGACT00000001810.1	synpr
ENSGACT00000001890.1	slc6a22.1
ENSGACT00000001897.1	slc6a22.1
ENSGACT00000001899.1	slc6a22.1
ENSGACT00000001908.1	fkbp5
ENSGACT00000001914.1	trub2
ENSGACT00000001916.1	hdhd3
ENSGACT00000001918.1	slc2a11a
ENSGACT00000001928.1	patz1
ENSGACT00000001932.1	EIF4ENIF1
ENSGACT00000001943.1	zgc:172271
ENSGACT00000001944.1	zgc:172271
ENSGACT00000001945.1	zgc:172271
ENSGACT00000001948.1	sirt4
ENSGACT00000001949.1	zgc:112163
ENSGACT00000001950.1	zgc:112163
ENSGACT00000001952.1	tspo
ENSGACT00000001956.1	frs3
ENSGACT00000001957.1	ppil1
ENSGACT00000001964.1	eno1b
ENSGACT00000001966.1	rereb
ENSGACT00000001968.1	si:ch211-157b11.12
ENSGACT00000001969.1	kbtbd12
ENSGACT00000001972.1	kbtbd12
ENSGACT00000001978.1	slc26a6l
ENSGACT00000001979.1	p4htm
ENSGACT00000001980.1	p4htm
ENSGACT00000002016.1	cacna2d2b
ENSGACT00000002028.1	acy1
ENSGACT00000002031.1	acy1
ENSGACT00000002032.1	abhd14a
ENSGACT00000002034.1	HYAL2 (1 of many)
ENSGACT00000002035.1	tusc2b
ENSGACT00000002037.1	RASSF1
ENSGACT00000002040.1	RASSF1
ENSGACT00000002041.1	cyb561d2
ENSGACT00000002043.1	rad54l2
ENSGACT00000002044.1	bap1
ENSGACT00000002048.1	bsnb
ENSGACT00000002052.1	erc2
ENSGACT00000002079.1	wnk2
ENSGACT00000002080.1	si:ch1073-278o19.1
ENSGACT00000029330.1	RF00619
ENSGACT00000002082.1	card19
ENSGACT00000002083.1	bicd2
ENSGACT00000002087.1	tkta
ENSGACT00000002088.1	tkta
ENSGACT00000002103.1	cacna1da
ENSGACT00000002106.1	parapinopsinb
ENSGACT00000002144.1	cacna2d3
ENSGACT00000002146.1	cacna2d3
ENSGACT00000002148.1	cacna2d3
ENSGACT00000002152.1	h1m
ENSGACT00000002154.1	tmcc1b
ENSGACT00000002157.1	tmcc1b
ENSGACT00000002163.1	qrich1
ENSGACT00000002165.1	qrich1
ENSGACT00000002168.1	qrich1
ENSGACT00000002171.1	rpusd4
ENSGACT00000002172.1	rpusd4
ENSGACT00000002178.1	twf2b
ENSGACT00000002181.1	PPARG
ENSGACT00000002186.1	iffo2b
ENSGACT00000002190.1	mrto4
ENSGACT00000002196.1	akr7a3
ENSGACT00000002207.1	megf6b
ENSGACT00000002209.1	megf6b
ENSGACT00000002212.1	megf6b
ENSGACT00000002217.1	kcnab2a
ENSGACT00000002224.1	park7
ENSGACT00000002237.1	pax7a
ENSGACT00000002243.1	mrps16
ENSGACT00000002245.1	mrps16
ENSGACT00000001112.1	zgc:110852
ENSGACT00000001132.1	si:dkey-225n22.4
ENSGACT00000001135.1	si:dkey-225n22.4
ENSGACT00000001165.1	si:ch211-188f17.1
ENSGACT00000001168.1	stk17a
ENSGACT00000001201.1	plppr4b
ENSGACT00000001205.1	plppr5b
ENSGACT00000001210.1	snx7
ENSGACT00000028311.1	MIR137
ENSGACT00000001221.1	ptbp2a
ENSGACT00000001241.1	hccsb
ENSGACT00000001243.1	hccsb
ENSGACT00000001249.1	reck
ENSGACT00000001254.1	tgfbr1b
ENSGACT00000001255.1	lancl2
ENSGACT00000001257.1	lancl2
ENSGACT00000001259.1	si:dkey-24c2.9
ENSGACT00000001264.1	ift74
ENSGACT00000001287.1	svila
ENSGACT00000001289.1	svila
ENSGACT00000001295.1	znf438
ENSGACT00000001302.1	zeb1b
ENSGACT00000001317.1	arhgap12b
ENSGACT00000001319.1	arhgap12b
ENSGACT00000001320.1	arhgap12b
ENSGACT00000001323.1	KIF5B (1 of many)
ENSGACT00000001328.1	si:ch211-276f18.2
ENSGACT00000001353.1	slc12a7b
ENSGACT00000001355.1	slc12a7b
ENSGACT00000001362.1	aoc1
ENSGACT00000001376.1	scospondin
ENSGACT00000000902.1	gal3st4
ENSGACT00000000905.1	gal3st4
ENSGACT00000000909.1	si:dkey-3k24.5
ENSGACT00000000918.1	zanl
ENSGACT00000000921.1	zanl
ENSGACT00000000928.1	serpine1
ENSGACT00000000930.1	serpine1
ENSGACT00000000935.1	ap1s1
ENSGACT00000000936.1	ap1s1
ENSGACT00000000940.1	ache
ENSGACT00000000942.1	si:dkey-6n21.13
ENSGACT00000000948.1	rnaseka
ENSGACT00000000952.1	alox12
ENSGACT00000000958.1	med11
ENSGACT00000000967.1	cd99l2
ENSGACT00000000969.1	mtmr1a
ENSGACT00000000973.1	mtm1
ENSGACT00000000976.1	nat16
ENSGACT00000000985.1	acox3
ENSGACT00000000988.1	acox3
ENSGACT00000000991.1	HTRA3
ENSGACT00000000997.1	SH3TC1
ENSGACT00000000999.1	sstr1b
ENSGACT00000001000.1	cd248a
ENSGACT00000001004.1	rce1a
ENSGACT00000001011.1	peli3
ENSGACT00000001013.1	peli3
ENSGACT00000001014.1	rab1ba
ENSGACT00000001015.1	si:ch73-40a2.1
ENSGACT00000001022.1	kcnk7
ENSGACT00000001026.1	taf6l
ENSGACT00000001027.1	cth1
ENSGACT00000001032.1	eml3
ENSGACT00000001035.1	eml3
ENSGACT00000001038.1	ecsit
ENSGACT00000001046.1	rtn3
ENSGACT00000001047.1	rtn3
ENSGACT00000001050.1	rtn3
ENSGACT00000001051.1	rtn3
ENSGACT00000001054.1	men1
ENSGACT00000001059.1	map4k2
ENSGACT00000001057.2	map4k2
ENSGACT00000001066.1	rbm4.1
ENSGACT00000001067.1	rbm4.1
ENSGACT00000001068.1	sf1
ENSGACT00000001085.1	pygmb
ENSGACT00000001091.1	zgc:112271
ENSGACT00000001093.1	slx1b
ENSGACT00000001094.1	si:ch211-212k18.9
ENSGACT00000001097.1	ing2
ENSGACT00000001105.1	rwdd
ENSGACT00000001109.1	rwdd
ENSGACT00000001111.1	rwdd
ENSGACT00000001118.1	adam19a
ENSGACT00000001123.1	lrch4
ENSGACT00000001131.1	mllt3
ENSGACT00000001148.1	focad
ENSGACT00000001152.1	si:ch73-41h24.1
ENSGACT00000001155.1	trmt10a
ENSGACT00000001159.1	trmt10a
ENSGACT00000001161.1	trmt10a
ENSGACT00000001182.1	slc1a1
ENSGACT00000001199.1	RAP1GDS1
ENSGACT00000001202.1	tspan5a (1 of many)
ENSGACT00000001213.1	frem1a
ENSGACT00000001219.1	sorcs2
ENSGACT00000001229.1	sorcs2
ENSGACT00000001240.1	grpel1
ENSGACT00000001242.1	tada2b
ENSGACT00000001248.1	afap1
ENSGACT00000001250.1	ablim2
ENSGACT00000001256.1	zcchc4
ENSGACT00000001258.1	PDE5A (1 of many)
ENSGACT00000020073.1	foxk2
ENSGACT00000020074.1	foxk2
ENSGACT00000020076.1	foxk2
ENSGACT00000020084.1	mettl9
ENSGACT00000020096.1	kdelr2b
ENSGACT00000020115.1	wdr45b
ENSGACT00000020137.1	mrpl27
ENSGACT00000020141.1	ca10a
ENSGACT00000020156.1	nme2a
ENSGACT00000020158.1	mbtd1
ENSGACT00000020164.1	tdrkh
ENSGACT00000020172.1	tmem94
ENSGACT00000020192.1	llgl2
ENSGACT00000020195.1	llgl2
ENSGACT00000020198.1	galk1
ENSGACT00000020203.1	plcd3b
ENSGACT00000020212.1	acbd4
ENSGACT00000020214.1	acbd4
ENSGACT00000020217.1	acbd4
ENSGACT00000020224.1	gahce1
ENSGACT00000020228.1	adgra1a
ENSGACT00000020229.1	si:ch211-214e3.5
ENSGACT00000020252.2	RYR2
ENSGACT00000020253.1	RYR2
ENSGACT00000020262.1	mtr
ENSGACT00000020269.1	bms1
ENSGACT00000020272.1	adoa
ENSGACT00000020273.1	EGR2 (1 of many)
ENSGACT00000020278.1	NHLRC3
ENSGACT00000020289.1	nrbf2b
ENSGACT00000020293.1	nrbf2b
ENSGACT00000020295.1	reep3b
ENSGACT00000020305.2	jmjd1cb
ENSGACT00000020316.1	cyp26a1
ENSGACT00000020322.1	exoc6
ENSGACT00000020327.1	trub1
ENSGACT00000020331.1	lrrc45
ENSGACT00000020334.1	rac3b
ENSGACT00000020336.1	dcxr
ENSGACT00000020341.1	rfng
ENSGACT00000020347.1	atp6v0a1b
ENSGACT00000020348.1	atp6v0a1b
ENSGACT00000020349.1	cavin1b
ENSGACT00000020351.1	cavin1b
ENSGACT00000020359.1	naglu
ENSGACT00000020361.1	naglu
ENSGACT00000020363.1	ipmkb
ENSGACT00000020379.1	UBE2D1
ENSGACT00000020382.1	UBE2D1
ENSGACT00000020387.1	tfam
ENSGACT00000020393.1	tfam
ENSGACT00000020402.1	zgc:171971
ENSGACT00000028572.1	RF00002
ENSGACT00000002863.1	CSNK1D (1 of many)
ENSGACT00000002869.1	slc16a3
ENSGACT00000002892.1	ccdc57
ENSGACT00000002909.1	rab3gap1
ENSGACT00000028402.1	RF00026
ENSGACT00000028845.1	RF00026
ENSGACT00000027946.1	RF00026
ENSGACT00000028834.1	RF00026
ENSGACT00000028925.1	RF00026
ENSGACT00000027949.1	RF00026
ENSGACT00000027888.1	RF00026
ENSGACT00000028422.1	RF00026
ENSGACT00000027983.1	RF00026
ENSGACT00000027815.1	RF00026
ENSGACT00000002980.1	adprm
ENSGACT00000002987.1	RSPH1
ENSGACT00000002995.1	MYOCD
ENSGACT00000003043.1	SHISA6
ENSGACT00000003059.1	bsk146
ENSGACT00000003061.1	bsk146
ENSGACT00000003082.1	mprip
ENSGACT00000003101.1	mprip
ENSGACT00000003104.1	mprip
ENSGACT00000003119.1	dhrs7cb
ENSGACT00000003124.1	dhrs7cb
ENSGACT00000003129.1	hs3st3l
ENSGACT00000002620.1	lonp1
ENSGACT00000002627.1	dohh
ENSGACT00000002629.1	dohh
ENSGACT00000002631.1	dohh
ENSGACT00000002633.1	rsph4a
ENSGACT00000002648.1	nfic
ENSGACT00000002649.1	nfic
ENSGACT00000002658.1	lrrc40
ENSGACT00000002670.1	pde6d
ENSGACT00000002675.1	cherp
ENSGACT00000002681.1	nlgn1
ENSGACT00000002693.1	ect2
ENSGACT00000002695.1	ect2
ENSGACT00000002699.1	ect2
ENSGACT00000002705.1	mcf2l2
ENSGACT00000002708.1	b3gnt5a
ENSGACT00000002715.1	rfc4
ENSGACT00000002716.1	rfc4
ENSGACT00000002732.1	rpl36
ENSGACT00000002735.1	rpl36
ENSGACT00000002757.2	lmnb2
ENSGACT00000002762.1	commd2
ENSGACT00000002770.1	trappc8
ENSGACT00000002776.1	ctns
ENSGACT00000002780.1	ndufa11
ENSGACT00000002782.1	zgc:171480
ENSGACT00000002792.1	slc5a9
ENSGACT00000002796.1	slc5a9
ENSGACT00000002809.1	b4galt6
ENSGACT00000002811.1	b4galt6
ENSGACT00000002813.1	b4galt6
ENSGACT00000027760.1	RF00001
ENSGACT00000028509.1	RF00001
ENSGACT00000027975.1	RF00003
ENSGACT00000028412.1	RF00020
ENSGACT00000029512.1	RF00004
ENSGACT00000000088.1	thsd7aa
ENSGACT00000000089.1	nxph1
